"","X..feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","locus_tag","feature_interval_length","product_length","attributes","COG"
"7110","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3957208,3957876,"-","WP_033112408.1","WP_033112408.1",NA,"hypothetical protein","",9735185,"DDA3937_RS17385",669,222,"","none"
"7111","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3958523,3959026,"-","","",NA,"","",9735186,"DDA3937_RS17390",504,NA,"Dda3937_02584","none"
"7112","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3958523,3959026,"-","WP_013319330.1","WP_013319330.1",NA,"GNAT family N-acetyltransferase","",9735186,"DDA3937_RS17390",504,167,"","none"
"7113","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3959029,3959796,"-","","",NA,"","",9735187,"DDA3937_RS17395",768,NA,"Dda3937_02583","transcription"
"7114","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3959029,3959796,"-","WP_022634759.1","WP_022634759.1",NA,"FCD domain-containing protein","",9735187,"DDA3937_RS17395",768,255,"","none"
"7115","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3959982,3960299,"-","","",NA,"","",9735188,"DDA3937_RS17400",318,NA,"Dda3937_02582","carbohydrate transport and metabolism"
"7116","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3959982,3960299,"-","WP_013319332.1","WP_013319332.1",NA,"PTS sugar transporter subunit IIB","",9735188,"DDA3937_RS17400",318,105,"","none"
"7117","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3960308,3961744,"-","","",NA,"","",9735189,"DDA3937_RS17405",1437,NA,"Dda3937_02581","carbohydrate transport and metabolism"
"7118","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3960308,3961744,"-","WP_013319333.1","WP_013319333.1",NA,"glycoside hydrolase family 1 protein","",9735189,"DDA3937_RS17405",1437,478,"","none"
"7119","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3961825,3963165,"-","","",NA,"","",9735190,"DDA3937_RS17410",1341,NA,"Dda3937_02580","carbohydrate transport and metabolism"
"7120","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3961825,3963165,"-","WP_013319334.1","WP_013319334.1",NA,"PTS sugar transporter subunit IIC","",9735190,"DDA3937_RS17410",1341,446,"","none"
"7121","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3963401,3963727,"+","","",NA,"","",9735191,"DDA3937_RS17415",327,NA,"Dda3937_02579","carbohydrate transport and metabolism"
"7122","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3963401,3963727,"+","WP_013319335.1","WP_013319335.1",NA,"PTS lactose/cellobiose transporter subunit IIA","",9735191,"DDA3937_RS17415",327,108,"","none"
"7123","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3963855,3964865,"+","","",NA,"","",9735192,"DDA3937_RS17420",1011,NA,"Dda3937_02578","transcription"
"7124","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3963855,3964865,"+","WP_033112049.1","WP_033112049.1",NA,"LacI family DNA-binding transcriptional regulator","",9735192,"DDA3937_RS17420",1011,336,"","none"
"7125","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3964881,3966143,"-","","",NA,"","lysA",9735193,"DDA3937_RS17425",1263,NA,"Dda3937_02577","amino acid transport and metabolism"
"7126","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3964881,3966143,"-","WP_013319337.1","WP_013319337.1",NA,"diaminopimelate decarboxylase","lysA",9735193,"DDA3937_RS17425",1263,420,"","none"
"7127","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3966268,3967203,"+","","",NA,"","",9735194,"DDA3937_RS17430",936,NA,"Dda3937_04075","transcription"
"7128","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3966268,3967203,"+","WP_013319338.1","WP_013319338.1",NA,"LysR family transcriptional regulator","",9735194,"DDA3937_RS17430",936,311,"","none"
"7129","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3967212,3968204,"-","","",NA,"","",9735195,"DDA3937_RS17435",993,NA,"Dda3937_04076","amino acid transport and metabolism"
"7130","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3967212,3968204,"-","WP_013319339.1","WP_013319339.1",NA,"ABC transporter ATP-binding protein","",9735195,"DDA3937_RS17435",993,330,"","none"
"7131","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3968238,3969020,"-","","",NA,"","",9735196,"DDA3937_RS17440",783,NA,"Dda3937_04077","amino acid transport and metabolism"
"7132","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3968238,3969020,"-","WP_033112050.1","WP_033112050.1",NA,"ABC transporter permease","",9735196,"DDA3937_RS17440",783,260,"","none"
"7133","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3969041,3969883,"-","","",NA,"","",9735197,"DDA3937_RS17445",843,NA,"Dda3937_04078","general function prediction only"
"7134","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3969041,3969883,"-","WP_033112051.1","WP_033112051.1",NA,"ABC transporter permease subunit","",9735197,"DDA3937_RS17445",843,280,"","none"
"7135","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3969880,3970704,"-","","",NA,"","",9735198,"DDA3937_RS17450",825,NA,"Dda3937_04079","none"
"7136","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3969880,3970704,"-","WP_013319342.1","WP_013319342.1",NA,"alkaline phosphatase family protein","",9735198,"DDA3937_RS17450",825,274,"","none"
"7137","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3970726,3971778,"-","","",NA,"","",9735199,"DDA3937_RS17455",1053,NA,"Dda3937_04080","inorganic ion transport and metabolism"
"7138","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3970726,3971778,"-","WP_033112052.1","WP_033112052.1",NA,"extracellular solute-binding protein","",9735199,"DDA3937_RS17455",1053,350,"","none"
"7139","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3972046,3972753,"+","","",NA,"","",9735200,"DDA3937_RS17460",708,NA,"Dda3937_04081","transcription"
"7140","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3972046,3972753,"+","WP_013319344.1","WP_013319344.1",NA,"UTRA domain-containing protein","",9735200,"DDA3937_RS17460",708,235,"","none"
"7141","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3972835,3973296,"-","","",NA,"","",23677535,"DDA3937_RS17465",462,NA,"","none"
"7142","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3972835,3973296,"-","WP_107768372.1","WP_107768372.1",NA,"RES family NAD+ phosphorylase","",23677535,"DDA3937_RS17465",462,153,"","none"
"7143","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3973293,3973745,"-","","",NA,"","",9735202,"DDA3937_RS17470",453,NA,"Dda3937_00098","function unknown"
"7144","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3973293,3973745,"-","WP_013319346.1","WP_013319346.1",NA,"DUF2384 domain-containing protein","",9735202,"DDA3937_RS17470",453,150,"","none"
"7145","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3974105,3976033,"+","","",NA,"","",25395708,"DDA3937_RS21695",1929,NA,"Dda3937_03440","none"
"7146","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3974105,3976033,"+","WP_013319348.1","WP_013319348.1",NA,"tetratricopeptide repeat protein","",25395708,"DDA3937_RS21695",1929,642,"","none"
"7147","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3976273,3977277,"+","","",NA,"","dusA",9735206,"DDA3937_RS17480",1005,NA,"Dda3937_03441","translation, ribosomal structure, and biogenesis"
"7148","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3976273,3977277,"+","WP_033112054.1","WP_033112054.1",NA,"tRNA dihydrouridine(20/20a) synthase DusA","dusA",9735206,"DDA3937_RS17480",1005,334,"","none"
"7149","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3977468,3977743,"+","","",NA,"","pspG",9735207,"DDA3937_RS17485",276,NA,"Dda3937_03442","none"
"7150","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3977468,3977743,"+","WP_033112055.1","WP_033112055.1",NA,"envelope stress response protein PspG","pspG",9735207,"DDA3937_RS17485",276,91,"","none"
"7151","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3978153,3979559,"-","","",NA,"","",9735208,"DDA3937_RS17495",1407,NA,"Dda3937_03443","secondary metabolites biosynthesis, transport, and catabolism"
"7152","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3978153,3979559,"-","WP_033112057.1","WP_033112057.1",NA,"cytochrome P450","",9735208,"DDA3937_RS17495",1407,468,"","none"
"7153","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3979915,3980904,"-","","",NA,"","",9735209,"DDA3937_RS17500",990,NA,"Dda3937_03444","general function prediction only"
"7154","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3979915,3980904,"-","WP_013319353.1","WP_013319353.1",NA,"quinone oxidoreductase","",9735209,"DDA3937_RS17500",990,329,"","none"
"7155","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3981027,3982430,"+","","",NA,"","dnaB",9735210,"DDA3937_RS17505",1404,NA,"Dda3937_03445","replication, recombination, and repair"
"7156","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3981027,3982430,"+","WP_013319354.1","WP_013319354.1",NA,"replicative DNA helicase","dnaB",9735210,"DDA3937_RS17505",1404,467,"","none"
"7157","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3982466,3983542,"+","","",NA,"","alr",9735211,"DDA3937_RS17510",1077,NA,"Dda3937_03446","cell wall/membrane/envelope biogenesis"
"7158","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3982466,3983542,"+","WP_013319355.1","WP_013319355.1",NA,"alanine racemase","alr",9735211,"DDA3937_RS17510",1077,358,"","none"
"7159","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3983685,3983933,"-","","",NA,"","",9735212,"DDA3937_RS17515",249,NA,"Dda3937_03447","none"
"7160","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3983685,3983933,"-","WP_013319356.1","WP_013319356.1",NA,"DUF1471 domain-containing protein","",9735212,"DDA3937_RS17515",249,82,"","none"
"7161","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3984177,3984944,"-","","",NA,"","",9735213,"DDA3937_RS17520",768,NA,"Dda3937_03448","signal transduction mechanisms"
"7162","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3984177,3984944,"-","WP_033112058.1","WP_033112058.1",NA,"transporter substrate-binding domain-containing protein","",9735213,"DDA3937_RS17520",768,255,"","none"
"7163","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3985943,3987316,"-","","",NA,"","",9735215,"DDA3937_RS17530",1374,NA,"Dda3937_03449","amino acid transport and metabolism"
"7164","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3985943,3987316,"-","WP_013319359.1","WP_013319359.1",NA,"amino acid permease","",9735215,"DDA3937_RS17530",1374,457,"","none"
"7165","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3987687,3988163,"+","","",NA,"","",9735216,"DDA3937_RS17535",477,NA,"Dda3937_03450","transcription"
"7166","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3987687,3988163,"+","WP_033112060.1","WP_033112060.1",NA,"Lrp/AsnC family transcriptional regulator","",9735216,"DDA3937_RS17535",477,158,"","none"
"7167","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3988414,3989028,"+","","",NA,"","",9735217,"DDA3937_RS17540",615,NA,"Dda3937_03451","none"
"7168","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3988414,3989028,"+","WP_013319361.1","WP_013319361.1",NA,"YitT family protein","",9735217,"DDA3937_RS17540",615,204,"","none"
"7169","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3989077,3990270,"+","","",NA,"","",9735218,"DDA3937_RS17545",1194,NA,"Dda3937_03452","amino acid transport and metabolism"
"7170","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3989077,3990270,"+","WP_013319362.1","WP_013319362.1",NA,"aspartate/tyrosine/aromatic aminotransferase","",9735218,"DDA3937_RS17545",1194,397,"","none"
"7171","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3991637,3992191,"-","","",NA,"","cas6f",9735220,"DDA3937_RS17550",555,NA,"Dda3937_03453","none"
"7172","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3991637,3992191,"-","WP_013319364.1","WP_013319364.1",NA,"type I-F CRISPR-associated endoribonuclease Cas6/Csy4","cas6f",9735220,"DDA3937_RS17550",555,184,"","none"
"7173","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3992198,3993205,"-","","",NA,"","csy3",9735221,"DDA3937_RS17555",1008,NA,"Dda3937_03454","none"
"7174","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3992198,3993205,"-","WP_013319365.1","WP_013319365.1",NA,"type I-F CRISPR-associated protein Csy3","csy3",9735221,"DDA3937_RS17555",1008,335,"","none"
"7175","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3993222,3994160,"-","","",NA,"","csy2",9735222,"DDA3937_RS17560",939,NA,"Dda3937_03455","none"
"7176","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3993222,3994160,"-","WP_033112061.1","WP_033112061.1",NA,"type I-F CRISPR-associated protein Csy2","csy2",9735222,"DDA3937_RS17560",939,312,"","none"
"7177","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3994157,3995494,"-","","",NA,"","csy1",9735223,"DDA3937_RS17565",1338,NA,"Dda3937_03456","none"
"7178","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3994157,3995494,"-","WP_013319367.1","WP_013319367.1",NA,"type I-F CRISPR-associated protein Csy1","csy1",9735223,"DDA3937_RS17565",1338,445,"","none"
"7179","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3995509,3998784,"-","","",NA,"","cas3f",9735224,"DDA3937_RS17570",3276,NA,"Dda3937_03457","defense mechanisms"
"7180","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3995509,3998784,"-","WP_013319368.1","WP_013319368.1",NA,"type I-F CRISPR-associated helicase Cas3","cas3f",9735224,"DDA3937_RS17570",3276,1091,"","none"
"7181","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3998781,3999782,"-","","",NA,"","cas1f",9735225,"DDA3937_RS17575",1002,NA,"Dda3937_03458","defense mechanisms"
"7182","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3998781,3999782,"-","WP_013319369.1","WP_013319369.1",NA,"type I-F CRISPR-associated endonuclease Cas1","cas1f",9735225,"DDA3937_RS17575",1002,333,"","none"
"7183","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4001576,4003267,"-","","",NA,"","",9735229,"DDA3937_RS17580",1692,NA,"Dda3937_03462","signal transduction mechanisms"
"7184","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4001576,4003267,"-","WP_013319373.1","WP_013319373.1",NA,"MCP four helix bundle domain-containing protein","",9735229,"DDA3937_RS17580",1692,563,"","none"
"7185","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4004245,4005855,"+","","",NA,"","",9735230,"DDA3937_RS17585",1611,NA,"Dda3937_03463","none"
"7186","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4004245,4005855,"+","WP_033112062.1","WP_033112062.1",NA,"GGDEF domain-containing protein","",9735230,"DDA3937_RS17585",1611,536,"","none"
"7187","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4006184,4007464,"+","","",NA,"","",25395709,"DDA3937_RS21700",1281,NA,"Dda3937_03464","signal transduction mechanisms"
"7188","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4006184,4007464,"+","WP_158305125.1","WP_158305125.1",NA,"diguanylate cyclase","",25395709,"DDA3937_RS21700",1281,426,"","none"
"7189","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4007475,4007894,"-","","",NA,"","",9735232,"DDA3937_RS17595",420,NA,"Dda3937_03465","coenzyme transport and metabolism"
"7190","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4007475,4007894,"-","WP_013319376.1","WP_013319376.1",NA,"YjbQ family protein","",9735232,"DDA3937_RS17595",420,139,"","none"
"7191","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",4008296,4009285,"+","","",NA,"","",9735233,"DDA3937_RS17600",990,NA,"Dda3937_03466","mobilome: prophages, transposons"
