	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23	Pectobacterium_carotovorum_WPP14
group_03546	None	WP_192989168.1	WP_024109106.1	None
group_03547	None	WP_192991191.1	WP_024105762.1	None
group_03548	None	WP_192990092.1	WP_024104317.1	None
group_03549	None	WP_192990179.1	WP_024104444.1	None
group_03550	None	WP_192990762.1	WP_024105209.1	None
group_03551	None	WP_192990426.1	WP_024104723.1	None
group_03552	None	WP_192990189.1	WP_024104458.1	None
group_03553	None	WP_192990772.1	WP_024108539.1	None
group_03554	None	WP_192990774.1	WP_024108542.1	None
group_03555	None	WP_192990740.1	WP_024108520.1	None
group_03556	None	WP_024104295.1	WP_024104295.1	None
group_03557	None	WP_024108166.1	WP_024108166.1	None
group_03558	None	WP_029729772.1	WP_024107462.1	None
group_03559	None	WP_192990779.1	WP_024108546.1	None
group_03560	None	WP_024105180.1	WP_024108519.1	None
group_03561	None	WP_024106517.1	WP_024108915.1	None
group_03562	None	WP_192990573.1	WP_024104911.1	None
group_03563	None	WP_192990567.1	WP_158666885.1	None
group_03564	None	WP_192989820.1	WP_103415822.1	None
group_03565	None	WP_192991067.1	WP_024105588.1	None
group_03566	None	WP_192988860.1	WP_035044788.1	None
group_03567	None	WP_192991569.1	WP_024107645.1	None
group_03568	None	WP_161133028.1	WP_024108165.1	None
group_03569	None	WP_192988609.1	WP_024106130.1	None
group_03570	None	WP_192990091.1	WP_024104316.1	None
group_03571	None	WP_192988861.1	WP_024108944.1	None
group_03572	None	WP_192990487.1	WP_024104808.1	None
group_03573	None	WP_192989819.1	WP_024107927.1	None
group_03574	None	WP_192990337.1	WP_024104694.1	None
group_03575	None	WP_192988845.1	WP_051146754.1	None
group_03576	None	WP_192989831.1	WP_024107914.1	None
group_03577	None	WP_192989555.1	WP_024109253.1	None
group_03578	None	WP_024107463.1	WP_024107463.1	None
group_03579	None	WP_192988876.1	WP_024103990.1	None
group_03580	None	WP_024105208.1	WP_024105208.1	None
group_03581	None	WP_192990090.1	WP_024104315.1	None
group_03582	None	WP_192988885.1	WP_024108352.1	None
group_03583	None	WP_192988891.1	WP_046830411.1	None
group_03584	None	WP_192990183.1	WP_024104449.1	None
group_03585	None	WP_192989165.1	WP_024103978.1	None
group_03586	None	WP_161132460.1	WP_024104656.1	None
group_03587	None	WP_192990570.1	WP_071598739.1	None
group_03588	None	WP_192988735.1	WP_024108978.1	None
group_03589	None	WP_192991394.1	WP_046830370.1	None
group_03590	None	WP_024104451.1	WP_024108164.1	None
group_03591	None	WP_192990953.1	WP_024107178.1	None
group_03592	None	WP_024105713.1	WP_026594737.1	None
group_03593	None	WP_192988868.1	WP_024108340.1	None
group_03594	None	WP_161133026.1	WP_024109614.1	None
group_03595	None	WP_192990565.1	WP_024104900.1	None
group_03596	None	WP_192990763.1	WP_024108529.1	None
group_03597	None	WP_192989826.1	WP_024109384.1	None
group_03598	None	WP_192989822.1	WP_035045027.1	None
group_03599	None	WP_192989828.1	WP_024107917.1	None
group_03600	None	WP_192990574.1	WP_035044554.1	None
group_03601	None	WP_038911982.1	WP_024104207.1	None
group_03602	None	WP_192991561.1	WP_024109252.1	None
group_03603	None	WP_192989115.1	WP_024109082.1	None
group_03604	None	WP_192988862.1	WP_024106533.1	None
group_03605	None	WP_192990568.1	WP_026594672.1	None
group_03606	None	WP_192991427.1	WP_024108954.1	None
group_03607	None	WP_192990425.1	WP_024104722.1	None
group_03608	None	WP_192989830.1	WP_024107915.1	None
group_03609	None	WP_161132874.1	WP_024106298.1	None
group_03610	None	WP_192990246.1	WP_024108275.1	None
group_03611	None	WP_161128666.1	WP_024107919.1	None
group_03612	None	WP_192989449.1	WP_024107308.1	None
group_03613	None	WP_192991582.1	WP_024107929.1	None
group_03614	None	WP_192989011.1	WP_024108550.1	None
group_03615	None	WP_192991374.1	WP_024107752.1	None
group_03616	None	WP_192991134.1	WP_146192285.1	None
group_03617	None	WP_024106520.1	WP_024106520.1	None
group_03618	None	WP_192990954.1	WP_024109139.1	None
group_03619	None	WP_071703476.1	WP_071703476.1	None
group_03620	None	WP_192991073.1	WP_024108684.1	None
group_03621	None	WP_192990314.1	WP_024104658.1	None
group_03622	None	WP_192991068.1	WP_024105590.1	None
group_03623	None	WP_095104210.1	WP_024104357.1	None
group_03624	None	WP_192988867.1	WP_103415963.1	None
group_03625	None	WP_192988582.1	WP_024106077.1	None
group_03626	None	WP_192990797.1	WP_026594789.1	None
group_03627	None	WP_192988852.1	WP_024106522.1	None
group_03628	None	WP_192990575.1	WP_024104913.1	None
group_03629	None	WP_192990080.1	WP_144414560.1	None
group_03630	None	WP_029729775.1	WP_024107465.1	None
group_03631	WP_013318566.1	None	WP_024106415.1	None
group_03632	None	WP_038664049.1	WP_024107925.1	None
group_03633	None	WP_024106528.1	WP_024106528.1	None
group_03634	None	WP_192989821.1	WP_024107924.1	None
group_03635	None	WP_192991313.1	WP_144414576.1	None
group_03636	None	WP_192991075.1	WP_024108686.1	None
group_03637	None	WP_192988698.1	WP_024106236.1	None
group_03638	None	WP_158666899.1	WP_158666899.1	None
group_03639	None	WP_192990800.1	WP_024108952.1	None
group_03640	None	WP_192991473.1	WP_026594783.1	None
group_03641	None	WP_192989467.1	WP_158666877.1	None
group_03642	None	WP_192989416.1	WP_144414587.1	None
group_03643	None	WP_192991080.1	WP_024108688.1	None
group_03644	None	WP_161132989.1	WP_024106933.1	None
group_03645	None	WP_192991079.1	WP_024105603.1	None
group_03646	WP_071819898.1	WP_192990150.1	None	None
group_03647	WP_013316176.1	None	WP_024104408.1	None
group_03648	None	WP_192990778.1	WP_116587115.1	None
group_03649	None	WP_192991081.1	WP_158666888.1	None
group_03650	None	WP_192990143.1	WP_158704401.1	None
group_03651	None	WP_192988544.1	WP_158666895.1	None
group_03652	None	WP_192989308.1	WP_024109165.1	None
group_03653	WP_013317289.1	None	WP_103415742.1	None
group_03654	WP_013316571.1	None	WP_024108294.1	None
group_03655	WP_013317287.1	None	WP_103415741.1	None
group_03656	WP_033111545.1	None	WP_103415803.1	None
group_03657	WP_013316579.1	None	WP_024108302.1	None
group_03658	WP_013316575.1	None	WP_024108298.1	None
group_03659	WP_013318859.1	None	WP_103415825.1	None
group_03660	WP_013316083.1	None	WP_024104321.1	None
group_03661	WP_013315854.1	None	WP_024104119.1	None
group_03662	WP_013320006.1	None	WP_024107799.1	None
group_03663	WP_013316573.1	None	WP_024108296.1	None
group_03664	WP_013316566.1	None	WP_024108289.1	None
group_03665	WP_033112450.1	None	WP_024107860.1	None
group_03666	WP_013318667.1	None	WP_024106562.1	None
group_03667	WP_033111748.1	None	WP_024108602.1	None
group_03668	WP_033111950.1	None	WP_116587116.1	None
group_03669	WP_013315823.1	None	WP_024104090.1	None
group_03670	WP_013317286.1	None	WP_024108604.1	None
group_03671	WP_013317201.1	None	WP_024108558.1	None
group_03672	WP_148226863.1	None	WP_024108283.1	None
group_03673	WP_013317202.1	None	WP_024105475.1	None
group_03674	WP_013317505.1	None	WP_024105535.1	None
group_03675	WP_013317037.1	None	WP_024109533.1	None
group_03676	WP_013316565.1	None	WP_024108288.1	None
group_03677	WP_013317288.1	None	WP_024105344.1	None
group_03678	WP_013316562.1	None	WP_024108285.1	None
group_03679	WP_013317285.1	None	WP_024108603.1	None
group_03680	WP_013315774.1	None	WP_024104053.1	None
group_03681	WP_013316574.1	None	WP_024108297.1	None
group_03682	WP_013316577.1	None	WP_024108300.1	None
group_03683	WP_033112063.1	None	WP_024107204.1	None
group_03684	WP_033112222.1	None	WP_024108268.1	None
group_03685	WP_071819873.1	None	WP_024108584.1	None
group_03686	WP_033111673.1	None	WP_024104903.1	None
group_03687	WP_033111947.1	None	WP_026594786.1	None
group_03688	WP_012883501.1	None	WP_024108303.1	None
group_03689	WP_013318219.1	None	WP_024106194.1	None
group_03690	WP_033112024.1	None	WP_103415629.1	None
group_03691	WP_013316564.1	None	WP_024108287.1	None
group_03692	WP_013316578.1	None	WP_024108301.1	None
group_03693	WP_033112123.1	WP_192989654.1	None	None
group_03694	WP_012883485.1	None	WP_024108290.1	None
group_03695	WP_013315879.1	None	WP_024104138.1	None
group_03696	WP_042318140.1	None	WP_024108286.1	None
group_03697	WP_013317773.1	None	WP_024105764.1	None
group_03698	WP_013316777.1	None	WP_024104899.1	None
group_03699	WP_013316116.1	None	WP_024104362.1	None
group_03700	WP_033112447.1	None	WP_024109362.1	None
group_03701	WP_013318663.1	WP_192988907.1	None	None
group_03702	WP_013316111.1	None	WP_103415801.1	None
group_03703	WP_022632594.1	None	WP_071605017.1	None
group_03704	WP_033111644.1	None	WP_024108292.1	None
group_03705	WP_013316553.1	None	WP_024108272.1	None
group_03706	WP_033112089.1	WP_192989447.1	None	None
group_03707	WP_033111645.1	None	WP_024108293.1	None
group_03708	WP_033111646.1	None	WP_024108295.1	None
group_03709	WP_013317283.1	None	WP_013317283.1	None
group_03710	WP_071819903.1	None	WP_024106080.1	None
group_03711	WP_013316567.1	None	WP_024108291.1	None
group_03712	WP_033112142.1	None	WP_024107769.1	None
group_03713	WP_193345740.1	None	WP_035044545.1	None
group_03714	WP_033111489.1	None	WP_024104044.1	None
group_03715	WP_013318592.1	None	WP_035044784.1	None
group_03716	WP_013319964.1	None	WP_024107770.1	None
group_03717	WP_012883490.1	None	WP_012883490.1	None
group_03718	WP_024109148.1	None	WP_024109148.1	None
group_03719	WP_033112426.1	None	WP_024107446.1	None
group_03720	WP_013318575.1	None	WP_013318575.1	None
group_03721	WP_013316340.1	None	WP_026594797.1	None
group_03722	WP_013316550.1	None	WP_024108269.1	None
group_03723	WP_033111945.1	None	WP_103415731.1	None
group_03724	WP_013317096.1	None	WP_024105225.1	None
group_03725	WP_148226886.1	None	WP_147363580.1	None
group_03726	WP_033111665.1	None	WP_024108178.1	None
group_03727	WP_158305115.1	None	WP_024108279.1	None
group_03728	WP_033112026.1	None	WP_024107019.1	None
group_03729	WP_107768465.1	None	WP_109105203.1	None
group_03730	None	WP_192991344.1	None	WP_010308071.1
group_03731	None	WP_192988627.1	None	WP_029367625.1
group_03732	None	WP_192989970.1	None	WP_029367981.1
group_03733	None	WP_192990962.1	None	WP_010280188.1
group_03734	None	WP_161131626.1	None	WP_010298627.1
group_03735	None	WP_192988629.1	None	WP_010304752.1
group_03736	None	None	WP_024104813.1	WP_010304766.1
group_03737	WP_013319609.1	WP_192989520.1	None	None
group_03738	WP_013317420.1	None	None	WP_010303413.1
group_03739	None	WP_192989971.1	None	WP_010298630.1
group_03740	None	WP_192990963.1	None	WP_010296684.1
group_03741	None	WP_192991201.1	None	WP_010305036.1
group_03742	None	WP_024107532.1	None	WP_010302044.1
group_03743	None	WP_192988872.1	None	WP_039492655.1
group_03744	None	WP_192990959.1	None	WP_010303420.1
group_03745	None	WP_192990965.1	None	WP_010296686.1
group_03746	None	WP_192989583.1	None	WP_010302047.1
group_03747	None	WP_192991541.1	None	WP_161502936.1
group_03748	None	WP_192990390.1	None	WP_010297278.1
group_03749	None	WP_192988628.1	None	WP_010304757.1
group_03750	None	WP_192990239.1	None	WP_010298907.1
group_03751	None	WP_192990996.1	None	WP_010308412.1
group_03752	None	WP_192989236.1	None	WP_010308688.1
group_03753	None	WP_192989856.1	None	WP_010300683.1
group_03754	None	WP_192989234.1	None	WP_010308675.1
group_03755	None	WP_192990511.1	None	WP_010299634.1
group_03756	WP_013318938.1	None	None	WP_010279992.1
group_03757	None	WP_192990240.1	None	WP_010298910.1
group_03758	None	WP_192991299.1	None	WP_010296026.1
group_03759	None	WP_161132699.1	None	WP_072037055.1
group_03760	None	None	WP_071598723.1	WP_146619639.1
group_03761	WP_071819885.1	WP_192991514.1	None	None
group_03762	WP_013316542.1	WP_192990999.1	None	None
group_03763	WP_013318620.1	WP_192988883.1	None	None
group_03764	WP_033111630.1	WP_192990990.1	None	None
group_03765	WP_033111629.1	WP_192990986.1	None	None
group_03766	WP_052303358.1	WP_192991011.1	None	None
group_03767	WP_033111624.1	WP_192990974.1	None	None
group_03768	WP_033112219.1	WP_192990980.1	None	None
group_03769	WP_013319117.1	WP_192989214.1	None	None
group_03770	WP_013316507.1	WP_192990981.1	None	None
group_03771	WP_013316501.1	WP_192990975.1	None	None
group_03772	WP_013318264.1	WP_192988696.1	None	None
group_03773	WP_033111488.1	WP_192989779.1	None	None
group_03774	WP_013318617.1	WP_192988880.1	None	None
group_03775	WP_013317329.1	WP_192990869.1	None	None
group_03776	WP_033111634.1	WP_192990994.1	None	None
group_03777	WP_033111555.1	WP_192990124.1	None	None
group_03778	WP_033111523.1	WP_192990003.1	None	None
group_03779	WP_013316508.1	WP_039693439.1	None	None
group_03780	WP_013317393.1	WP_192990906.1	None	None
group_03781	WP_013316502.1	WP_039693449.1	None	None
group_03782	WP_033111632.1	WP_192991451.1	None	None
group_03783	WP_013315761.1	WP_192989780.1	None	None
group_03784	WP_033111930.1	WP_192988767.1	None	None
group_03785	WP_033111974.1	WP_192989042.1	None	None
group_03786	WP_033111852.1	WP_192991302.1	None	None
group_03787	WP_148226900.1	WP_192991452.1	None	None
group_03788	WP_033111628.1	WP_192990985.1	None	None
group_03789	WP_033112420.1	WP_192989460.1	None	None
group_03790	WP_013317917.1	WP_192991289.1	None	None
group_03791	WP_042318124.1	WP_192990993.1	None	None
group_03792	WP_071819884.1	WP_192988881.1	None	None
group_03793	WP_013316495.1	WP_192991449.1	None	None
group_03794	WP_013316194.1	WP_192990167.1	None	None
group_03795	WP_013316615.1	WP_192990451.1	None	None
group_03796	WP_033111559.1	WP_192990133.1	None	None
group_03797	WP_013317330.1	WP_192990870.1	None	None
group_03798	WP_013316493.1	WP_192990971.1	None	None
group_03799	WP_013315932.1	WP_192990000.1	None	None
group_03800	WP_033111633.1	WP_192990992.1	None	None
group_03801	WP_033111631.1	WP_192990991.1	None	None
group_03802	WP_013318619.1	WP_192988882.1	None	None
group_03803	WP_013318018.1	WP_192991368.1	None	None
group_03804	WP_013316137.1	WP_192990123.1	None	None
group_03805	WP_013317264.1	WP_013317264.1	None	None
group_03806	WP_033111862.1	WP_192991357.1	None	None
group_03807	WP_013317262.1	WP_192990837.1	None	None
group_03808	WP_013315934.1	WP_192990002.1	None	None
group_03809	WP_148226862.1	WP_192990973.1	None	None
group_03810	WP_013315933.1	WP_192990001.1	None	None
group_03811	WP_013315826.1	WP_192989747.1	None	None
group_03812	WP_033111620.1	WP_192990967.1	None	None
group_03813	WP_107768372.1	WP_192989368.1	None	None
group_03814	WP_033111848.1	WP_033111848.1	None	None
group_03815	WP_013319346.1	WP_192989369.1	None	None
group_03816	WP_033111516.1	WP_192989718.1	None	None
group_03817	WP_013316541.1	WP_013316541.1	None	None
group_03818	WP_013316518.1	WP_192990987.1	None	None
group_03819	WP_013319632.1	WP_192989538.1	None	None
group_03820	WP_013316602.1	WP_192990443.1	None	None
group_03821	WP_139348312.1	WP_192989688.1	None	None
group_03822	WP_012770271.1	WP_012770271.1	None	None
group_03823	WP_013318616.1	WP_192988879.1	None	None
group_03824	WP_013317263.1	WP_192990838.1	None	None
group_03825	WP_013318935.1	WP_192988675.1	None	None
group_03826	WP_148226884.1	WP_192988878.1	None	None
group_03827	WP_013316505.1	WP_192990979.1	None	None
group_03828	WP_013317546.1	WP_192991057.1	None	None
group_03829	WP_042318135.1	WP_192991076.1	None	None
group_03830	WP_013318827.1	WP_192990397.1	None	None
group_03831	WP_033111622.1	WP_192990972.1	None	None
group_03832	WP_033111991.1	WP_192988631.1	None	None
group_03833	WP_013316491.1	WP_192990970.1	None	None
group_03834	WP_013316521.1	WP_192990989.1	None	None
group_03835	WP_013315873.1	WP_192991572.1	None	None
group_03836	WP_148226896.1	WP_148226896.1	None	None
group_03837	WP_013316514.1	WP_192990984.1	None	None
group_03838	WP_148226895.1	WP_192991450.1	None	None
group_03839	WP_148226870.1	WP_192990427.1	None	None
group_03840	WP_013319568.1	WP_192989489.1	None	None
group_03841	WP_013317389.1	WP_192988871.1	None	None
group_03842	WP_013316538.1	WP_013316538.1	None	None
group_03843	WP_033112147.1	WP_192989927.1	None	None
group_03844	WP_013319634.1	WP_192991590.1	None	None
group_03845	WP_012768900.1	WP_192991453.1	None	None
group_03846	WP_013317305.1	WP_161132722.1	None	None
group_03847	WP_012885055.1	WP_015854054.1	None	None
group_03848	WP_033111580.1	WP_164669135.1	None	None
group_03849	WP_071783813.1	WP_192991390.1	None	None
group_03850	WP_139348282.1	WP_192989648.1	None	None
group_03851	WP_033111638.1	WP_192990998.1	None	None
group_03852	WP_013319921.1	None	None	WP_010300781.1
group_03853	WP_158305119.1	WP_192990868.1	None	None
group_03854	WP_033112044.1	WP_192991349.1	None	None
group_03855	WP_013318106.1	None	None	WP_180890186.1
group_03856	WP_013318301.1	None	None	WP_029368839.1
group_03857	WP_013316406.1	None	None	WP_010295756.1
group_03858	WP_013319248.1	None	None	WP_010305812.1
group_03859	WP_013316596.1	None	None	WP_010301353.1
group_03860	WP_148226912.1	None	None	WP_010300453.1
group_03861	WP_013317107.1	None	None	WP_161502944.1
group_03862	WP_033111648.1	None	None	WP_029368374.1
group_03863	WP_033111787.1	None	None	WP_010299879.1
group_03864	WP_013318469.1	None	None	WP_010305583.1
group_03865	WP_013319238.1	None	None	WP_010299891.1
group_03866	WP_071819905.1	None	None	WP_010299530.1
group_03867	WP_033112163.1	None	None	WP_010307995.1
group_03868	WP_013316805.1	None	None	WP_010298491.1
group_03869	WP_013317165.1	None	None	WP_010302094.1
group_03870	WP_013318470.1	None	None	WP_180782186.1
group_03871	WP_033111649.1	None	None	WP_010301362.1
group_03872	WP_033112365.1	None	None	WP_180890149.1
group_03873	WP_013319239.1	None	None	WP_010299893.1
group_03874	WP_013318849.1	None	None	WP_010309274.1
group_03875	WP_013315781.1	None	None	WP_180781297.1
group_03876	WP_013318671.1	None	None	WP_049776281.1
group_03877	WP_013317834.1	None	None	WP_010302106.1
group_03878	WP_013317835.1	None	None	WP_010302108.1
group_03879	WP_033112033.1	None	None	WP_180890103.1
group_03880	WP_013317944.1	None	None	WP_010298710.1
group_03881	WP_013315787.1	None	None	WP_029367714.1
group_03882	WP_042318760.1	None	None	WP_180890001.1
group_03883	WP_013317122.1	None	None	WP_010308505.1
group_03884	WP_013317567.1	None	None	WP_010302944.1
group_03885	WP_013319922.1	None	None	WP_010300773.1
group_03886	WP_148226904.1	None	None	WP_010296828.1
group_03887	WP_013316466.1	None	None	WP_029368322.1
group_03888	WP_013318262.1	None	None	WP_010295895.1
group_03889	WP_013317041.1	None	None	WP_010302717.1
group_03890	WP_013318401.1	None	None	WP_010297753.1
group_03891	WP_013316591.1	None	None	WP_180890026.1
group_03892	WP_013319555.1	None	None	WP_010300540.1
group_03893	WP_013319810.1	None	None	WP_010294519.1
group_03894	WP_013318149.1	None	None	WP_010298958.1
group_03895	WP_013318370.1	None	None	WP_010297771.1
group_03896	WP_042318534.1	None	None	WP_180890102.1
group_03897	WP_013319201.1	None	None	WP_010305350.1
group_03898	WP_013317367.1	None	None	WP_010300835.1
group_03899	WP_013319530.1	None	None	WP_010306724.1
group_03900	WP_013317996.1	None	None	WP_010298900.1
group_03901	WP_013319730.1	None	None	WP_010297032.1
group_03902	WP_013317502.1	None	None	WP_010299870.1
group_03903	WP_033111915.1	None	None	WP_010295640.1
group_03904	WP_013319437.1	None	None	WP_010300456.1
group_03905	WP_013317503.1	None	None	WP_052239016.1
group_03906	WP_033111727.1	None	None	WP_029368763.1
group_03907	WP_013317126.1	None	None	WP_010308491.1
group_03908	WP_013317359.1	None	None	WP_010296906.1
group_03909	WP_013318408.1	None	None	WP_010297725.1
group_03910	WP_013319554.1	None	None	WP_010300539.1
group_03911	WP_033111793.1	None	None	WP_010299197.1
group_03912	WP_013318300.1	None	None	WP_039471716.1
group_03913	WP_013317501.1	None	None	WP_010299874.1
group_03914	WP_013317500.1	None	None	WP_010299877.1
group_03915	WP_013317101.1	None	None	WP_010297768.1
group_03916	WP_033111788.1	None	None	WP_010299868.1
group_03917	WP_033111791.1	None	None	WP_029367836.1
group_03918	WP_033112217.1	None	None	WP_010295799.1
group_03919	WP_013317035.1	None	None	WP_105879305.1
